Segment_ID,RMS_Noisy,RMS_Cleaned,RMS_diff,Correlation,P_Value
333.0,55.8177,2.444,53.3737,0.0204,0.6235981203100851
334.0,51.2679,3.2254,48.0425,0.1702,7.968788644357163e-25
335.0,59.0784,2.4791,56.5993,-0.1955,9.864192458848855e-35
336.0,54.7794,2.1951,52.5843,0.0252,0.9881058460673928
337.0,142.1085,5.6851,136.4234,-0.5462,0.010170320239100424
338.0,143.5524,6.1066,137.44580000000002,0.181,7.059525249476177e-10
339.0,132.1765,5.1481,127.0284,-0.0798,2.135974197719025e-08
340.0,161.8403,6.979,154.8613,0.2406,2.177803745964445e-25
341.0,147.349,5.9264,141.4226,-0.2683,2.4885508469164844e-09
342.0,72.4302,3.1931,69.2371,0.3417,0.3406244137981854
343.0,49.669,2.7005,46.9685,-0.0011,0.5501223051392433
344.0,41.3458,1.6988,39.647,0.2984,7.342198326109228e-05
345.0,54.3242,2.5382,51.786,-0.1766,5.180107897597275e-25
346.0,52.9531,2.3524,50.600699999999996,0.2547,0.06386145499732128
347.0,44.3907,3.2604,41.130300000000005,0.0885,2.191251763404494e-89
348.0,63.9823,3.262,60.7203,-0.2209,2.4197222061202078e-29
349.0,52.837,2.844,49.993,0.0598,5.832493848931288e-07
350.0,31.8342,1.6727,30.1615,0.0444,2.910045969273329e-31
351.0,46.4033,2.2459,44.1574,0.0639,1.6407683012812542e-44
352.0,34.6977,2.6177,32.08,0.1458,0.20977419588585944
353.0,71.972,3.0387,68.93329999999999,0.0538,1.5501380326787497e-09
354.0,66.9602,2.8118,64.1484,-0.1756,0.8062645078498387
355.0,48.8243,2.1943,46.63,0.0176,4.8561376443866424e-20
356.0,53.5237,2.3381,51.1856,0.1944,0.10573007406992116
357.0,60.3278,2.5479,57.779900000000005,-0.0067,7.554016176318656e-37
358.0,57.7314,2.7116,55.019800000000004,-0.0038,0.02343066789620746
359.0,58.5077,2.4846,56.0231,-0.2876,0.2907051497527887
360.0,51.4613,2.1806,49.2807,-0.107,1.6565913065918964e-25
361.0,64.1684,2.6395,61.52890000000001,0.1556,3.4148512037791815e-14
362.0,81.2939,3.5333,77.7606,0.0155,6.058063334254134e-09
363.0,68.2957,3.1345,65.1612,0.0038,0.004796003738643937
364.0,62.6084,2.7916,59.8168,0.1598,0.18870657306424876
365.0,40.4123,2.2214,38.1909,0.2515,4.618186053093592e-34
366.0,72.5262,3.615,68.91120000000001,-0.0205,6.918674174073396e-25
367.0,35.7741,1.6449,34.1292,0.0315,4.318898778574545e-14
368.0,70.4387,3.0401,67.3986,0.1127,6.439550205377919e-13
369.0,85.9086,3.4766,82.432,0.0276,1.9939073533096116e-05
370.0,80.412,3.608,76.804,0.1154,1.8802640654227162e-15
371.0,100.6931,5.2715,95.4216,0.1709,4.643799214628532e-13
372.0,105.0759,5.2768,99.79910000000001,0.1301,1.906519873824837e-21
373.0,134.2478,5.3086,128.9392,0.0809,2.022465053072261e-05
374.0,124.353,5.7768,118.5762,0.073,0.03045269710176408
375.0,125.7054,5.1024,120.603,0.0204,0.6764025191732469
376.0,134.3645,8.081,126.28349999999999,0.0862,0.06807256872474536
377.0,114.017,4.8205,109.1965,0.0676,0.0005359234838548703
378.0,67.1556,2.7214,64.4342,0.0431,1.6851530413518865e-15
379.0,107.0465,4.6576,102.38889999999999,0.0355,0.3894326654622936
380.0,13.862,1.0865,12.775500000000001,0.2315,7.706514492092932e-17
381.0,68.0235,2.8119,65.2116,-0.067,0.002883531014918685
382.0,80.8354,3.2695,77.56590000000001,0.0513,0.003306499957523012
383.0,99.7666,4.0981,95.6685,-0.025,0.9741881659374734
384.0,96.7747,4.1608,92.6139,0.1114,0.030469900438140296
385.0,87.5303,3.6703,83.86,-0.0151,0.04000033292722928
386.0,74.4069,3.284,71.12289999999999,0.0495,0.8910831213801428
387.0,78.2087,3.1483,75.06039999999999,0.021,6.155977704885941e-07
388.0,70.4014,3.1808,67.22059999999999,0.0145,0.6752006633334664
